,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches
360,Joe Mason,IRL,FWMF,Colorado Rapids,26,1991,14,9,755,8.4,3,0,3,0,0,2,0,0.36,0.0,0.36,0.36,0.36,2.8,2.8,0.3,3.1,0.34,0.04,0.37,0.34,0.37,Matches
361,Rónald Matarrita,CRC,DFFW,NYCFC,23,1994,24,15,1370,15.2,2,1,2,0,0,3,1,0.13,0.07,0.2,0.13,0.2,1.9,1.9,2.4,4.3,0.13,0.16,0.28,0.13,0.28,Matches
362,Darren Mattocks,JAM,FW,D.C. United,27,1990,25,14,1273,14.1,10,0,10,0,1,3,0,0.71,0.0,0.71,0.71,0.71,8.7,8.0,1.4,9.3,0.62,0.1,0.71,0.56,0.66,Matches
363,Aaron Maund,TRI,DF,Vancouver,27,1990,10,10,900,10.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,Matches
364,Jimmy Maurer,USA,GK,FC Dallas,29,1988,13,13,1170,13.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
365,Chris Mavinga,COD,DF,Toronto FC,26,1991,12,11,933,10.4,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,Matches
366,Olivier Mbaizo,CMR,DF,Philadelphia,20,1997,1,1,84,0.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
367,Jack McBean,USA,FW,Colorado Rapids,23,1994,22,13,1058,11.8,2,1,1,1,1,5,0,0.17,0.09,0.26,0.09,0.17,4.1,3.3,1.2,4.5,0.34,0.11,0.45,0.28,0.39,Matches
368,Chris McCann,IRL,DFMF,Atlanta Utd,30,1987,22,21,1800,20.0,1,0,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,0.9,0.9,2.0,2.9,0.05,0.1,0.15,0.05,0.15,Matches
369,John McCarthy,USA,GK,Philadelphia,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
370,Dax McCarty,USA,MF,Chicago Fire,30,1987,26,26,2255,25.1,0,2,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,1.1,1.4,0.01,0.04,0.06,0.01,0.06,Matches
371,Jordan McCrary,USA,DF,Seattle,24,1993,14,9,879,9.8,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.03,0.0,0.03,0.03,0.03,Matches
372,Mark McKenzie,USA,DF,Philadelphia,18,1999,19,18,1629,18.1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.1,0.04,0.02,0.06,0.04,0.06,Matches
373,Patrick McLain,USA,GK,Chicago Fire,29,1988,5,5,403,4.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
374,Thomas McNamara,USA,MFFW,NYCFC,26,1991,10,4,371,4.1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.12,0.03,0.15,0.12,0.15,Matches
375,Ryan Meara,USA,GK,NY Red Bulls,27,1990,3,3,270,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
376,Tyrone Mears,JAM,DF,Minnesota Utd,34,1983,11,10,882,9.8,1,0,1,0,0,2,0,0.1,0.0,0.1,0.1,0.1,0.2,0.2,0.7,0.9,0.02,0.07,0.09,0.02,0.09,Matches
377,Jesús Medina,PAR,FWMF,NYCFC,20,1997,28,21,2004,22.3,6,4,6,0,0,1,0,0.27,0.18,0.45,0.27,0.45,6.6,6.6,3.9,10.5,0.31,0.18,0.5,0.31,0.5,Matches
378,Jimmy Medranda,COL,DFMF,Sporting KC,23,1994,12,8,727,8.1,2,1,2,0,0,1,0,0.25,0.12,0.37,0.25,0.37,0.9,0.9,0.9,1.8,0.11,0.11,0.22,0.11,0.22,Matches
379,Haris Medunjanin,BIH,MF,Philadelphia,32,1985,30,29,2527,28.1,2,4,2,0,0,6,1,0.07,0.14,0.21,0.07,0.21,2.5,2.5,5.8,8.3,0.09,0.21,0.3,0.09,0.3,Matches
380,Lucas Melano,ARG,FWMF,Portland Timbers,24,1993,7,1,147,1.6,1,1,1,0,0,1,0,0.61,0.61,1.22,0.61,1.22,1.0,1.0,0.4,1.4,0.63,0.23,0.86,0.63,0.86,Matches
381,Tim Melia,USA,GK,Sporting KC,31,1986,34,34,3060,34.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
382,Jonathan Mensah,GHA,DF,Columbus Crew,27,1990,27,26,2347,26.1,1,0,1,0,0,7,0,0.04,0.0,0.04,0.04,0.04,1.6,1.6,0.2,1.9,0.06,0.01,0.07,0.06,0.07,Matches
383,Justin Meram,IRQ,FW,Columbus Crew,29,1988,9,7,594,6.6,1,0,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15,1.7,1.7,0.6,2.3,0.26,0.08,0.35,0.26,0.35,Matches
384,Justin Meram,IRQ,FW,Orlando City,29,1988,17,14,1269,14.1,1,2,1,0,1,0,0,0.07,0.14,0.21,0.07,0.21,3.9,3.1,3.3,6.4,0.27,0.23,0.51,0.22,0.46,Matches
385,Bryan Meredith,USA,GK,Seattle,28,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
386,Nicolás Mezquida,URU,FWMF,Vancouver,26,1992,21,9,971,10.8,3,1,3,0,0,0,0,0.28,0.09,0.37,0.28,0.37,2.6,2.6,0.9,3.6,0.25,0.08,0.33,0.25,0.33,Matches
387,Djordje Mihailovic,USA,MFFW,Chicago Fire,19,1998,9,8,575,6.4,1,3,1,0,0,0,0,0.16,0.47,0.63,0.16,0.63,0.5,0.5,2.0,2.6,0.09,0.32,0.4,0.09,0.4,Matches
388,Eric Miller,USA,DFMF,Minnesota Utd,25,1993,18,13,1145,12.7,0,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.6,0.7,0.0,0.05,0.05,0.0,0.05,Matches
389,Tyler Miller,USA,GK,Los Angeles FC,24,1993,33,33,2970,33.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches
390,Ben Mines,USA,FW,NY Red Bulls,17,2000,1,1,90,1.0,1,0,1,0,0,1,0,1.0,0.0,1.0,1.0,1.0,0.4,0.4,0.1,0.4,0.38,0.05,0.43,0.38,0.43,Matches
391,Mariano Miño,ARG,FW,Toronto FC,23,1994,1,0,26,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
392,Bruno Miranda,BOL,MF,D.C. United,19,1998,7,0,93,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.09,0.09,Matches
393,Kevin Molino,TRI,MF,Minnesota Utd,27,1990,2,2,139,1.5,2,1,2,0,0,0,0,1.29,0.65,1.94,1.29,1.94,0.4,0.4,0.4,0.8,0.26,0.27,0.53,0.26,0.53,Matches
394,Mohamed El Monir,LBY,DF,Orlando City,25,1992,26,23,2089,23.2,0,2,0,0,0,7,1,0.0,0.09,0.09,0.0,0.09,0.9,0.9,2.0,2.9,0.04,0.08,0.12,0.04,0.12,Matches
395,Drew Moor,USA,DF,Toronto FC,34,1984,8,6,570,6.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
396,Joseph Mora,CRC,DF,D.C. United,25,1993,30,28,2521,28.0,0,1,0,0,0,3,1,0.0,0.04,0.04,0.0,0.04,0.2,0.2,0.9,1.1,0.01,0.03,0.04,0.01,0.04,Matches
397,Maximiliano Moralez,ARG,MFFW,NYCFC,30,1987,32,32,2813,31.3,8,9,7,1,1,4,0,0.26,0.29,0.54,0.22,0.51,11.0,10.2,8.8,19.0,0.36,0.29,0.65,0.34,0.63,Matches
398,Junior Moreno,VEN,MF,D.C. United,24,1993,20,17,1529,17.0,0,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,0.1,0.1,1.1,1.2,0.01,0.07,0.07,0.01,0.07,Matches
399,Ashtone Morgan,CAN,DFMF,Toronto FC,26,1991,18,11,1012,11.2,0,1,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
400,Justin Morrow,USA,DFMF,Toronto FC,30,1987,21,20,1789,19.9,1,3,1,0,0,3,0,0.05,0.15,0.2,0.05,0.2,1.7,1.7,2.2,3.9,0.09,0.11,0.2,0.09,0.2,Matches
401,João Moutinho,POR,DF,Los Angeles FC,20,1998,14,10,871,9.7,1,0,1,0,0,3,1,0.1,0.0,0.1,0.1,0.1,0.2,0.2,0.6,0.8,0.02,0.06,0.08,0.02,0.08,Matches
402,Yura Movsisyan,ARM,FWMF,Chicago Fire,30,1987,4,0,62,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
403,Chris Mueller,USA,FWMF,Orlando City,21,1996,32,23,2050,22.8,3,4,3,0,0,2,0,0.13,0.18,0.31,0.13,0.31,3.9,3.9,3.4,7.3,0.17,0.15,0.32,0.17,0.32,Matches
404,Luke Mulholland,ENG,MF,Real Salt Lake,29,1988,2,1,91,1.0,0,1,0,0,0,0,0,0.0,0.99,0.99,0.0,0.99,0.0,0.0,0.1,0.1,0.0,0.13,0.13,0.0,0.13,Matches
405,Patrick Mullins,USA,FWMF,D.C. United,25,1992,10,2,230,2.6,0,1,0,0,0,0,0,0.0,0.39,0.39,0.0,0.39,0.1,0.1,1.0,1.1,0.05,0.38,0.43,0.05,0.43,Matches
406,Patrick Mullins,USA,MFFW,Columbus Crew,25,1992,10,2,293,3.3,1,1,1,0,0,0,0,0.31,0.31,0.61,0.31,0.61,1.9,1.9,0.0,1.9,0.57,0.0,0.57,0.57,0.57,Matches
407,Jordon Mutch,ENG,MFFW,Vancouver,26,1991,18,8,832,9.2,2,2,2,0,0,1,0,0.22,0.22,0.43,0.22,0.43,1.5,1.5,1.7,3.1,0.16,0.18,0.34,0.16,0.34,Matches
408,Alex Muyl,USA,FWMF,NY Red Bulls,22,1995,30,13,1291,14.3,3,5,3,0,0,6,0,0.21,0.35,0.56,0.21,0.56,3.7,3.7,3.3,7.0,0.26,0.23,0.49,0.26,0.49,Matches
409,Darlington Nagbe,USA,MF,Atlanta Utd,27,1990,23,23,1965,21.8,0,1,0,0,0,0,0,0.0,0.05,0.05,0.0,0.05,0.7,0.7,2.3,3.0,0.03,0.1,0.14,0.03,0.14,Matches
410,Hassan Ndam,CMR,DF,NY Red Bulls,19,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
411,Lamar Neagle,USA,FWMF,Seattle,30,1987,6,0,115,1.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.6,0.45,0.04,0.49,0.45,0.49,Matches
412,Anton Nedyalkov,BUL,DF,FC Dallas,24,1993,9,9,769,8.5,0,1,0,0,0,1,0,0.0,0.12,0.12,0.0,0.12,0.2,0.2,0.2,0.5,0.03,0.03,0.06,0.03,0.06,Matches
413,Krisztián Németh,HUN,FWMF,New England,29,1989,15,4,473,5.3,0,2,0,0,0,1,0,0.0,0.38,0.38,0.0,0.38,1.1,1.1,0.5,1.6,0.21,0.1,0.31,0.21,0.31,Matches
414,Krisztián Németh,HUN,FW,Sporting KC,29,1989,9,4,388,4.3,1,1,1,0,0,0,0,0.23,0.23,0.46,0.23,0.46,3.4,3.4,0.6,4.0,0.78,0.14,0.92,0.78,0.92,Matches
415,Jake Nerwinski,USA,DF,Vancouver,23,1994,26,24,2214,24.6,0,1,0,0,0,2,0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,1.8,1.9,0.01,0.07,0.08,0.01,0.08,Matches
416,Lee Nguyen,USA,MFFW,Los Angeles FC,31,1986,25,20,1831,20.3,3,3,3,0,0,4,1,0.15,0.15,0.29,0.15,0.29,1.2,1.2,3.4,4.6,0.06,0.17,0.23,0.06,0.23,Matches
417,Sam Nicholson,SCO,FW,Minnesota Utd,23,1995,8,6,523,5.8,1,0,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17,1.4,1.4,0.5,1.9,0.25,0.08,0.33,0.25,0.33,Matches
418,Sam Nicholson,SCO,FWMF,Colorado Rapids,23,1995,19,19,1516,16.8,2,0,2,0,0,3,0,0.12,0.0,0.12,0.12,0.12,1.7,1.7,0.9,2.6,0.1,0.05,0.15,0.1,0.15,Matches
419,Nemanja Nikolić,HUN,FW,Chicago Fire,30,1987,31,29,2435,27.1,15,1,12,3,3,2,0,0.55,0.04,0.59,0.44,0.48,12.5,10.2,3.5,13.6,0.46,0.13,0.59,0.38,0.5,Matches
420,Shane O'Neill,USA,DF,Orlando City,24,1993,13,13,1117,12.4,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.02,0.0,0.03,0.02,0.03,Matches
421,Jimmy Ockford,USA,DF,San Jose,25,1992,15,11,1087,12.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,0.05,0.02,0.07,0.05,0.07,Matches
422,Chris Odoi-Atsem,USA,DF,D.C. United,22,1995,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.67,0.58,1.24,0.67,1.24,Matches
423,Dominic Oduro,GHA,FWDF,Montreal Impact,32,1985,5,0,36,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.26,0.0,0.26,0.26,0.26,Matches
424,Dominic Oduro,GHA,FWMF,San Jose,32,1985,5,0,34,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.19,0.19,0.0,0.19,Matches
425,Ebenezer Ofori,GHA,MF,NYCFC,22,1995,27,21,1895,21.1,1,0,1,0,0,3,1,0.05,0.0,0.05,0.05,0.05,1.0,1.0,0.3,1.3,0.05,0.01,0.06,0.05,0.06,Matches
426,Lawrence Olum,KEN,MFDF,Portland Timbers,33,1984,22,18,1630,18.1,1,0,1,0,0,3,1,0.06,0.0,0.06,0.06,0.06,0.6,0.6,0.2,0.8,0.03,0.01,0.04,0.03,0.04,Matches
427,Wyatt Omsberg,USA,DF,Minnesota Utd,22,1995,7,4,387,4.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
428,Nedum Onuoha,ENG,DF,Real Salt Lake,31,1986,2,1,93,1.0,0,1,0,0,0,0,0,0.0,0.97,0.97,0.0,0.97,0.1,0.1,0.0,0.1,0.06,0.0,0.06,0.06,0.06,Matches
429,Ike Opara,USA,DF,Sporting KC,28,1989,31,31,2772,30.8,3,2,3,0,0,6,0,0.1,0.06,0.16,0.1,0.16,3.3,3.3,0.8,4.2,0.11,0.03,0.14,0.11,0.14,Matches
430,Kofi Opare,CAN,DF,D.C. United,27,1990,11,10,862,9.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.06,0.0,0.06,0.06,0.06,Matches
431,Edward Opoku,USA,FW,Columbus Crew,21,1996,5,1,153,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.14,0.19,0.32,0.14,0.32,Matches
432,Alfredo Ortuño,ESP,FW,Real Salt Lake,27,1991,3,1,119,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
433,Jonathan Osorio,CAN,MFFW,Toronto FC,25,1992,30,30,2599,28.9,10,6,10,0,0,6,0,0.35,0.21,0.55,0.35,0.55,7.9,7.9,5.7,13.6,0.27,0.2,0.47,0.27,0.47,Matches
434,David Ousted,DEN,GK,D.C. United,32,1985,17,17,1530,17.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
435,Rodrigo Pacheco,ARG,FW,Los Angeles FC,21,1996,1,0,18,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
436,Frantz Pangop,CMR,FWMF,Minnesota Utd,24,1993,9,1,181,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.07,0.23,0.3,0.07,0.3,Matches
437,Cristhian Paredes,PAR,MF,Portland Timbers,19,1998,19,18,1407,15.6,1,2,1,0,0,1,0,0.06,0.13,0.19,0.06,0.19,1.7,1.7,1.0,2.6,0.11,0.06,0.17,0.11,0.17,Matches
438,Tim Parker,USA,DF,NY Red Bulls,24,1993,29,29,2610,29.0,1,2,1,0,0,5,0,0.03,0.07,0.1,0.03,0.1,2.7,2.7,1.3,4.0,0.09,0.04,0.14,0.09,0.14,Matches
439,Michael Parkhurst,USA,DF,Atlanta Utd,34,1984,33,32,2902,32.2,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.02,0.02,0.0,0.02,Matches
440,Kevin Partida,USA,DF,San Jose,22,1995,4,4,288,3.2,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
441,PC,BRA,DFMF,Orlando City,23,1994,8,5,418,4.6,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,0.08,0.12,0.2,0.08,0.2,Matches
442,Taylor Peay,USA,DF,Real Salt Lake,26,1991,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
443,João Pedro,POR,MF,LA Galaxy,24,1993,3,1,85,0.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.06,0.06,0.0,0.06,Matches
444,Marquinhos Pedroso,BRA,DF,FC Dallas,24,1993,13,13,1170,13.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.02,0.05,0.06,0.02,0.06,Matches
445,Ronaldo Peña,VEN,FW,Houston Dynamo,20,1997,9,2,226,2.5,1,0,1,0,0,3,1,0.4,0.0,0.4,0.4,0.4,0.3,0.3,0.3,0.6,0.12,0.13,0.25,0.12,0.25,Matches
446,Cristian Penilla,ECU,FWMF,New England,26,1991,33,33,2811,31.2,12,7,11,1,1,2,1,0.38,0.22,0.61,0.35,0.58,7.7,7.0,4.9,11.9,0.25,0.16,0.41,0.22,0.38,Matches
447,Joshua Pérez,SLV,MF,Los Angeles FC,20,1998,2,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
448,Michael Petrasso,CAN,DF,Montreal Impact,22,1995,14,8,787,8.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.6,0.01,0.07,0.07,0.01,0.07,Matches
449,Demar Phillips,JAM,DF,Real Salt Lake,34,1983,5,5,358,4.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
450,Ignacio Piatti,ARG,FW,Montreal Impact,32,1985,32,32,2817,31.3,16,11,12,4,4,2,0,0.51,0.35,0.86,0.38,0.73,11.3,8.3,7.1,15.3,0.36,0.23,0.59,0.26,0.49,Matches
451,Fafà Picault,USA,FW,Philadelphia,26,1991,29,24,2189,24.3,10,4,7,3,4,7,0,0.41,0.16,0.58,0.29,0.45,9.4,6.4,2.7,9.1,0.39,0.11,0.5,0.26,0.38,Matches
452,Samuel Piette,CAN,MF,Montreal Impact,23,1994,34,34,2998,33.3,0,3,0,0,0,5,0,0.0,0.09,0.09,0.0,0.09,0.3,0.3,1.3,1.6,0.01,0.04,0.05,0.01,0.05,Matches
453,Stefano Pinho,BRA,FWMF,Orlando City,27,1991,23,5,608,6.8,2,0,2,0,0,0,0,0.3,0.0,0.3,0.3,0.3,2.9,2.9,0.1,3.0,0.43,0.01,0.44,0.43,0.44,Matches
454,Joao Plata,ECU,FW,Real Salt Lake,25,1992,25,20,1717,19.1,8,8,6,2,3,0,0,0.42,0.42,0.84,0.31,0.73,6.8,4.4,5.9,10.4,0.36,0.31,0.67,0.23,0.54,Matches
455,Andy Polo,PER,MFFW,Portland Timbers,23,1994,23,18,1630,18.1,1,2,1,0,0,2,0,0.06,0.11,0.17,0.06,0.17,2.2,2.2,1.5,3.7,0.12,0.08,0.2,0.12,0.2,Matches
456,Matt Polster,USA,DF,Chicago Fire,24,1993,3,1,128,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.03,0.1,0.07,0.1,Matches
457,Paxton Pomykal,USA,MFFW,FC Dallas,18,1999,6,1,127,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.16,0.16,0.0,0.16,Matches
458,Chris Pontius,USA,FWDF,LA Galaxy,30,1987,26,15,1490,16.6,5,6,5,0,0,3,0,0.3,0.36,0.66,0.3,0.66,2.5,2.5,2.2,4.7,0.15,0.14,0.28,0.15,0.28,Matches
459,Alvas Powell,JAM,DF,Portland Timbers,23,1994,24,24,2064,22.9,2,2,2,0,0,1,0,0.09,0.09,0.17,0.09,0.17,1.7,1.7,1.1,2.9,0.08,0.05,0.13,0.08,0.13,Matches
460,Dillon Powers,USA,MFFW,Orlando City,26,1991,3,0,71,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.08,0.08,0.0,0.08,Matches
461,Jack Price,ENG,MF,Colorado Rapids,25,1992,31,31,2748,30.5,1,2,1,0,1,9,0,0.03,0.07,0.1,0.03,0.1,1.8,1.0,2.5,3.5,0.06,0.08,0.14,0.03,0.12,Matches
462,Andrew Putna,USA,GK,Real Salt Lake,23,1994,2,1,135,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
463,Valeri Qazaishvili,GEO,FWMF,San Jose,25,1993,33,31,2710,30.1,10,4,10,0,0,0,0,0.33,0.13,0.46,0.33,0.46,9.4,9.4,4.0,13.4,0.31,0.13,0.44,0.31,0.44,Matches
464,Yeferson Quintana,URU,DF,San Jose,21,1996,13,10,791,8.8,1,0,1,0,0,3,0,0.11,0.0,0.11,0.11,0.11,0.8,0.8,0.1,0.9,0.09,0.01,0.1,0.09,0.1,Matches
465,Darwin Quintero,COL,MFFW,Minnesota Utd,30,1987,27,27,2392,26.6,11,12,10,1,1,3,0,0.41,0.45,0.87,0.38,0.83,7.4,6.6,8.8,15.5,0.28,0.33,0.61,0.25,0.58,Matches
466,Romell Quioto,HON,FWMF,Houston Dynamo,26,1991,32,25,2245,24.9,6,9,6,0,0,3,0,0.24,0.36,0.6,0.24,0.6,8.8,8.8,5.3,14.2,0.35,0.21,0.57,0.35,0.57,Matches
467,Joel Qwiberg,SWE,DF,San Jose,25,1992,5,5,374,4.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.04,0.04,0.0,0.04,Matches
468,Jukka Raitala,FIN,DF,Montreal Impact,29,1988,28,25,2291,25.5,1,2,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,0.4,0.4,0.4,0.8,0.02,0.01,0.03,0.02,0.03,Matches
469,Christian Ramirez,USA,FW,Minnesota Utd,26,1991,20,17,1372,15.2,7,2,7,0,0,0,0,0.46,0.13,0.59,0.46,0.59,6.0,6.0,0.5,6.5,0.39,0.04,0.43,0.39,0.43,Matches
470,Christian Ramirez,USA,FW,Los Angeles FC,26,1991,7,3,262,2.9,2,0,2,0,0,0,0,0.69,0.0,0.69,0.69,0.69,1.5,1.5,0.0,1.5,0.51,0.01,0.52,0.51,0.52,Matches
471,Rafael Ramos,POR,DF,Chicago Fire,23,1995,3,1,106,1.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
472,Matthew Real,USA,DF,Philadelphia,18,1999,3,3,234,2.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.01,0.12,0.12,0.01,0.12,Matches
473,Kristoffer Reaves,USA,DF,FC Dallas,22,1995,2,2,167,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
474,Tommy Redding,USA,DF,NY Red Bulls,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
475,Eric Remedi,ARG,MF,Atlanta Utd,22,1995,13,12,1094,12.2,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.1,1.8,0.05,0.09,0.15,0.05,0.15,Matches
476,Yordy Reyna,PER,FWMF,Vancouver,24,1993,26,21,1871,20.8,6,9,5,1,1,9,2,0.29,0.43,0.72,0.24,0.67,6.0,5.3,6.8,12.1,0.29,0.33,0.62,0.25,0.58,Matches
477,Tosaint Ricketts,CAN,FWMF,Toronto FC,30,1987,18,4,611,6.8,3,0,3,0,0,1,0,0.44,0.0,0.44,0.44,0.44,4.8,4.8,0.6,5.5,0.71,0.1,0.81,0.71,0.81,Matches
478,Liam Ridgewell,ENG,DF,Portland Timbers,33,1984,13,13,1084,12.0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.01,0.02,0.03,0.01,0.03,Matches
479,Nick Rimando,USA,GK,Real Salt Lake,38,1979,33,33,2925,32.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
